Date,Hour,Temperature,Load
18-Jan-02,9,47.56,1919003.25
18-Jan-02,10,50.99,1834206.25
18-Jan-02,11,54.57,1675287
18-Jan-02,12,57.12,1512571.5
18-Jan-02,13,59.1,1389327.5
18-Jan-02,14,60.88,1290820
18-Jan-02,15,61.72,1228201.5
18-Jan-02,16,61.82,1217503
18-Jan-02,17,60.64,1272152.5
18-Jan-02,18,57.56,1405259.25
18-Jan-02,19,53.77,1625748.25
18-Jan-02,20,51.99,1688731.25
18-Jan-02,21,50.78,1681829.75
18-Jan-02,22,49.35,1640759.25
18-Jan-02,23,48.41,1563872.5
18-Jan-02,24,47.92,1468689.25
19-Jan-02,1,46.95,1410522.25
19-Jan-02,2,46.13,1407030
19-Jan-02,3,46.04,1428748.25
19-Jan-02,4,45.41,1464196.25
19-Jan-02,5,45.41,1526748
19-Jan-02,6,44.96,1642430.25
19-Jan-02,7,44.47,1785017.75
19-Jan-02,8,45.19,1872776.5
19-Jan-02,9,50.06,1880591.75
19-Jan-02,10,54.41,1742813.5
19-Jan-02,11,59.01,1561917.75
19-Jan-02,12,61.82,1404839
19-Jan-02,13,63.31,1295584.75
19-Jan-02,14,64.29,1218619.75
19-Jan-02,15,64.18,1166325.5
19-Jan-02,16,63.92,1145347.25
19-Jan-02,17,62.67,1183559.5
19-Jan-02,18,59.84,1306468.75
19-Jan-02,19,56.22,1522507.25
19-Jan-02,20,54.02,1600680.75
19-Jan-02,21,53.03,1592044
19-Jan-02,22,51.87,1555790.25
19-Jan-02,23,50.97,1469222
19-Jan-02,24,49.97,1367360.75
20-Jan-02,1,48.58,1306274
20-Jan-02,2,47.85,1296359
20-Jan-02,3,47.05,1315675.5
20-Jan-02,4,46.45,1350501.75
20-Jan-02,5,45.68,1424023.75
20-Jan-02,6,45.21,1575763
20-Jan-02,7,44.85,1791080.5
20-Jan-02,8,45.13,1887449.25
20-Jan-02,9,48.93,1839703.25
20-Jan-02,10,53.13,1668280.75
20-Jan-02,11,57.21,1479772.25
20-Jan-02,12,60.21,1319267
20-Jan-02,13,62.53,1211356
20-Jan-02,14,64.18,1130344.5
20-Jan-02,15,64.99,1076676.5
20-Jan-02,16,65.08,1064946.25
20-Jan-02,17,64.03,1110536.25
20-Jan-02,18,60.54,1239365.25
20-Jan-02,19,56.57,1471092.75
20-Jan-02,20,54.26,1543877.75
20-Jan-02,21,52.98,1537452.5
20-Jan-02,22,51.84,1486701.75
20-Jan-02,23,51.11,1388594.5
20-Jan-02,24,50.75,1279146.5
21-Jan-02,1,49.63,1220735.75
21-Jan-02,2,49,1221730.75
21-Jan-02,3,48.56,1244703.75
21-Jan-02,4,48.32,1285540.25
21-Jan-02,5,48.27,1358040.5
21-Jan-02,6,48.25,1522920.75
21-Jan-02,7,48.07,1758324.5
21-Jan-02,8,48.76,1810818.25
21-Jan-02,9,53.76,1685858.5
21-Jan-02,10,58.72,1497773.75
21-Jan-02,11,63.6,1328481
21-Jan-02,12,66.52,1200340.5
21-Jan-02,13,68.42,1113490.5
21-Jan-02,14,69.63,1056642.25
21-Jan-02,15,70.18,1027353
21-Jan-02,16,70.01,1025724.75
21-Jan-02,17,68.72,1066734.75
21-Jan-02,18,65.23,1167751
21-Jan-02,19,61.6,1353975
21-Jan-02,20,59.28,1393274.75
21-Jan-02,21,57.67,1350333
21-Jan-02,22,56.67,1291084
21-Jan-02,23,55.59,1189171.25
21-Jan-02,24,54.85,1078763
22-Jan-02,1,53.73,1003938.25
22-Jan-02,2,53.55,985343.25
22-Jan-02,3,53.16,990647
22-Jan-02,4,53.01,1013627.5
22-Jan-02,5,52.83,1066606.25
22-Jan-02,6,52.59,1201434
22-Jan-02,7,52.55,1408126.75
22-Jan-02,8,53.02,1474707.5
22-Jan-02,9,56.36,1422200.5
22-Jan-02,10,59.57,1318385.25
22-Jan-02,11,63.78,1222426.5
22-Jan-02,12,66.55,1145607
22-Jan-02,13,68.09,1093510.25
22-Jan-02,14,69.04,1052954.25
22-Jan-02,15,69.39,1023298.75
22-Jan-02,16,69.13,1027489.75
22-Jan-02,17,67.92,1067823.75
22-Jan-02,18,65.48,1168108.5
22-Jan-02,19,62.55,1345851
22-Jan-02,20,60.85,1383509
22-Jan-02,21,59.96,1346422.5
22-Jan-02,22,59.46,1271470.75
22-Jan-02,23,58.62,1165326.75
22-Jan-02,24,57.88,1045698.25
23-Jan-02,1,57.02,964601.25
23-Jan-02,2,56.33,937670.5
23-Jan-02,3,55.5,937672.25
23-Jan-02,4,55.07,958582.25
23-Jan-02,5,54.15,1017648.5
23-Jan-02,6,53.27,1163078
23-Jan-02,7,52.35,1395275.75
23-Jan-02,8,51.47,1515205.5
23-Jan-02,9,52.99,1530615.75
23-Jan-02,10,55.02,1490717.25
23-Jan-02,11,57.26,1428591.5
23-Jan-02,12,59.08,1364187
23-Jan-02,13,60.37,1314049.5
23-Jan-02,14,60.9,1269734.25
23-Jan-02,15,60.99,1245162.25
23-Jan-02,16,60.44,1258368.25
23-Jan-02,17,58.95,1334055
23-Jan-02,18,55.71,1505237.25
23-Jan-02,19,51.77,1786273.25
23-Jan-02,20,49.38,1900791.25
23-Jan-02,21,47.98,1938594.5
23-Jan-02,22,46.22,1920579.5
23-Jan-02,23,44.99,1849476
23-Jan-02,24,44.09,1759685
24-Jan-02,1,42.76,1718409
24-Jan-02,2,42.1,1736577.5
24-Jan-02,3,41.13,1779655.75
24-Jan-02,4,40.44,1841695
24-Jan-02,5,39.84,1933011.75
24-Jan-02,6,39.33,2097781.5
24-Jan-02,7,38.63,2270183.5
24-Jan-02,8,39.18,2359872.25
24-Jan-02,9,43.47,2277015.5
24-Jan-02,10,47.87,2113836.75
24-Jan-02,11,52.71,1906884.75
24-Jan-02,12,56.08,1717474
24-Jan-02,13,57.97,1558893
24-Jan-02,14,59.52,1431572.75
24-Jan-02,15,60.57,1342957
24-Jan-02,16,60.93,1311810
24-Jan-02,17,60.31,1352158.25
24-Jan-02,18,57.43,1487274.5
24-Jan-02,19,53.5,1740586.5
24-Jan-02,20,51.16,1833561.25
24-Jan-02,21,49.9,1840052.5
24-Jan-02,22,48.29,1804337.75
24-Jan-02,23,47.51,1720835.5
24-Jan-02,24,47,1625994.25
25-Jan-02,1,46.35,1572169.75
25-Jan-02,2,45.65,1575379
25-Jan-02,3,45.13,1599087.75
25-Jan-02,4,44.5,1634159.5
25-Jan-02,5,44.11,1697619.5
25-Jan-02,6,43.88,1814461
25-Jan-02,7,43.73,1993754.25
25-Jan-02,8,44.69,2079300
25-Jan-02,9,50.2,2014872.5
25-Jan-02,10,55.57,1808132
25-Jan-02,11,60.46,1590500.75
25-Jan-02,12,63.45,1408890.5
25-Jan-02,13,65.49,1284342.25
25-Jan-02,14,66.57,1191882
25-Jan-02,15,67.07,1132797.25
25-Jan-02,16,66.98,1111487
25-Jan-02,17,65.52,1143735.75
25-Jan-02,18,62.87,1240458.75
25-Jan-02,19,59.32,1429608.75
25-Jan-02,20,57.83,1486482.5
25-Jan-02,21,56.45,1465084.75
25-Jan-02,22,55.41,1412195.5
25-Jan-02,23,54.9,1313098.25
25-Jan-02,24,54.6,1207443
26-Jan-02,1,54,1133384.25
26-Jan-02,2,53.53,1112167
26-Jan-02,3,53,1118671.75
26-Jan-02,4,52.67,1137549.75
26-Jan-02,5,52.39,1181193.75
26-Jan-02,6,52.36,1291265.75
26-Jan-02,7,52.25,1459685.5
26-Jan-02,8,53.21,1545102.5
26-Jan-02,9,56.92,1522339.25
26-Jan-02,10,60.98,1417594
26-Jan-02,11,65.2,1302903.25
26-Jan-02,12,67.24,1215338
26-Jan-02,13,68.7,1159351.25
26-Jan-02,14,69.63,1115530
26-Jan-02,15,70.01,1084746.75
26-Jan-02,16,69.58,1080645
26-Jan-02,17,68.44,1110891.75
26-Jan-02,18,66.39,1190157.5
26-Jan-02,19,63.31,1335380
26-Jan-02,20,61.62,1356102.5
26-Jan-02,21,60.33,1317076.25
26-Jan-02,22,59.41,1244799.75
26-Jan-02,23,58.79,1149814.75
26-Jan-02,24,58.16,1042572.25
27-Jan-02,1,57.31,947482.75
27-Jan-02,2,56.67,913048
27-Jan-02,3,55.98,907484.25
27-Jan-02,4,55.39,922985.5
27-Jan-02,5,54.88,969493
27-Jan-02,6,54.6,1098640.5
27-Jan-02,7,54.35,1307140.75
27-Jan-02,8,54.66,1384060.75
27-Jan-02,9,56.52,1355742.25
27-Jan-02,10,59.38,1294509
27-Jan-02,11,62.27,1227985.75
27-Jan-02,12,64.51,1160401.5
27-Jan-02,13,66.3,1115940
27-Jan-02,14,67.17,1075342
27-Jan-02,15,67.45,1049064.5
27-Jan-02,16,66.91,1051566.25
27-Jan-02,17,65.41,1096055.25
27-Jan-02,18,62.52,1205134.25
27-Jan-02,19,59.02,1408295.75
27-Jan-02,20,56.91,1475389
27-Jan-02,21,55.57,1456396.5
27-Jan-02,22,54.36,1388525.5
27-Jan-02,23,53.64,1275952.75
27-Jan-02,24,53.26,1164034.5
28-Jan-02,1,52.12,1096965.75
28-Jan-02,2,51.38,1091909
28-Jan-02,3,50.4,1116501.75
28-Jan-02,4,49.79,1164838.5
28-Jan-02,5,49.03,1251318.25
28-Jan-02,6,48.31,1443596.75
28-Jan-02,7,48.21,1729463.5
28-Jan-02,8,48.78,1809749.75
28-Jan-02,9,51.51,1708017
28-Jan-02,10,55.09,1568404.5
28-Jan-02,11,57.86,1437963
28-Jan-02,12,60.27,1329051.5
28-Jan-02,13,62.19,1256842.5
28-Jan-02,14,63.39,1199672.75
28-Jan-02,15,64.13,1163197.75
28-Jan-02,16,63.82,1167657.5
28-Jan-02,17,63.01,1221306.5
28-Jan-02,18,60.57,1347089.5
28-Jan-02,19,57.01,1551378.25
28-Jan-02,20,55.26,1615875.25
28-Jan-02,21,54.32,1600070
28-Jan-02,22,53.11,1548705
28-Jan-02,23,52.04,1446605
28-Jan-02,24,51.62,1335164
29-Jan-02,1,50.58,1269246.75
29-Jan-02,2,49.6,1260937.75
29-Jan-02,3,49.22,1278693.75
29-Jan-02,4,48.73,1312598.5
29-Jan-02,5,48.55,1379690
29-Jan-02,6,48.34,1531380.5
29-Jan-02,7,47.72,1715371.75
29-Jan-02,8,48.51,1778016.25
29-Jan-02,9,52.78,1688799.25
29-Jan-02,10,57.63,1561330.75
29-Jan-02,11,61.15,1410707
29-Jan-02,12,64.28,1284794.75
29-Jan-02,13,66.4,1198290.25
29-Jan-02,14,67.65,1139306.5
29-Jan-02,15,67.97,1101716
29-Jan-02,16,67.81,1100111.25
29-Jan-02,17,66.92,1135806.25
29-Jan-02,18,64.36,1222709.75
29-Jan-02,19,61.04,1376063.75
29-Jan-02,20,59.12,1414182.25
29-Jan-02,21,57.96,1377987
29-Jan-02,22,56.92,1297912.5
29-Jan-02,23,55.82,1192973.75
29-Jan-02,24,55.58,1070259.5
30-Jan-02,1,55.06,987397.25
30-Jan-02,2,54.4,960907.25
30-Jan-02,3,53.9,963024
30-Jan-02,4,53.63,981154.75
30-Jan-02,5,53.57,1027041.75
30-Jan-02,6,53.59,1156684.5
30-Jan-02,7,53.09,1365418.75
30-Jan-02,8,53.33,1435946
30-Jan-02,9,57.01,1384967.75
30-Jan-02,10,61.71,1288139.75
30-Jan-02,11,65.36,1206817
30-Jan-02,12,67.99,1150955.25
30-Jan-02,13,69.52,1123809.25
30-Jan-02,14,70.2,1104970.25
30-Jan-02,15,70.22,1096102
30-Jan-02,16,69.94,1107982.25
30-Jan-02,17,68.61,1144928
30-Jan-02,18,66.04,1216265.75
30-Jan-02,19,62.65,1359895.25
30-Jan-02,20,60.57,1396552.25
30-Jan-02,21,59.18,1347872.5
